CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
10580509,03/08/2019 09:03:34 PM,03/09/2019 08:20:30 AM,03/09/2019 08:20:30 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"897 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,5,Hayes Valley,NORTHERN,37.775773,-122.431052,"(37.775773, -122.431052)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580509/photos
10580511,03/08/2019 09:04:00 PM,03/14/2019 08:23:57 AM,03/14/2019 08:23:57 AM,Closed,,DPW Ops Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Display_merchandise blocking sidewalk,"3350 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Central Waterfront,BAYVIEW,37.746528333333,-122.387388333333,"(37.74652833, -122.38738833)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580511/photos
10580512,03/08/2019 09:05:00 PM,03/10/2019 09:56:59 AM,03/10/2019 09:56:59 AM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_on_Traffic_Light,Posted on Traffic Light,"3150 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Central Waterfront,BAYVIEW,37.749255,-122.38765,"(37.749255, -122.38765)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580512/photos
10580513,03/08/2019 09:06:00 PM,03/12/2019 09:32:06 AM,03/12/2019 09:32:06 AM,Closed,SES Graffiti Crew  - Paint - Pole - MUNI,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"3100 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Central Waterfront,BAYVIEW,37.750251029462,-122.387686977944,"(37.75025103, -122.38768698)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580513/photos
10580519,03/08/2019 09:12:00 PM,03/09/2019 07:30:26 AM,03/09/2019 07:30:26 AM,Closed,Police Officer responded to request under CAD # 190673995.  Issue reported could not be validated.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,Dark green - Audi - 5XHD660,"2 WALL PL, SAN FRANCISCO, CA, 94109",WALL PL,3,Nob Hill,CENTRAL,37.794979706275,-122.417602816659,"(37.79497971, -122.41760282)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580519/photos
10580520,03/08/2019 09:13:00 PM,03/09/2019 01:23:24 PM,03/09/2019 01:23:24 PM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,"2895 3RD ST, SAN FRANCISCO, CA, 94107",3RD ST,10,Central Waterfront,BAYVIEW,37.753405,-122.3879,"(37.753405, -122.3879)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580520/photos
10580526,03/08/2019 09:17:00 PM,03/08/2019 09:17:58 PM,03/08/2019 09:17:58 PM,Closed,This issue has already been reported through an earlier request.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Dark Blue - Honda Civic - 4ZXH665,"140 GARDENSIDE DR, SAN FRANCISCO, CA, 94131",GARDENSIDE DR,8,Upper Market,PARK,37.754334,-122.444984,"(37.754334, -122.444984)",Web,http://mobile311.sfgov.org/reports/10580526/photos
10580527,03/08/2019 09:18:30 PM,03/09/2019 07:00:04 PM,03/09/2019 07:00:04 PM,Closed,Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2777 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.752654787507,-122.418442520328,"(37.75265479, -122.41844252)",Mobile/Open311,
10580531,03/08/2019 09:20:00 PM,03/08/2019 10:53:32 PM,03/08/2019 10:53:32 PM,Closed,Officer responded to request under CAD # 190674004. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,Dark navy or black - Kia/ Optima - New vehicle (no plates),"601 SAWYER ST, SAN FRANCISCO, CA, 94134",SAWYER ST,10,Visitacion Valley,INGLESIDE,37.70957864295,-122.415870926369,"(37.70957864, -122.41587093)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580531/photos
10580530,03/08/2019 09:20:11 PM,03/09/2019 04:12:00 PM,03/09/2019 04:12:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of SHRADER ST and OAK ST,SHRADER ST,5,Panhandle,PARK,37.7712484,-122.452246,"(37.7712484, -122.452246)",Mobile/Open311,
10580532,03/08/2019 09:22:23 PM,03/10/2019 10:00:00 PM,03/10/2019 10:00:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of PINE ST and VINE TER,PINE ST,3,Lower Nob Hill,CENTRAL,37.790822,-122.411146,"(37.790822, -122.411146)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580532/photos
10580535,03/08/2019 09:23:00 PM,03/09/2019 01:30:33 PM,03/09/2019 01:30:33 PM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"3000 3RD ST, SAN FRANCISCO, CA, 94107",3RD ST,10,Central Waterfront,BAYVIEW,37.750763333333,-122.387711666667,"(37.75076333, -122.38771167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580535/photos
10580539,03/08/2019 09:25:58 PM,03/09/2019 02:17:00 AM,03/09/2019 02:17:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 15TH ST and CAPP ST,15TH ST,9,Mission,MISSION,37.766694,-122.418661,"(37.766694, -122.418661)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580539/photos
10580543,03/08/2019 09:26:00 PM,03/17/2019 08:09:00 PM,03/17/2019 08:09:00 PM,Closed,Emailed information to customer,311 Supervisor Queue,General Request - FIRE DEPARTMENT,customer_callback,bureau_fire_prevention - customer_callback,"354 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",COLUMBUS AVE,3,North Beach,CENTRAL,37.798522949219,-122.407379150391,"(37.79852295, -122.40737915)",Phone,
10580540,03/08/2019 09:26:00 PM,03/14/2019 03:06:00 PM,03/14/2019 03:06:00 PM,Closed,03-14-19 VEH COMPLIED  @ 0909 HOURS #45,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"503 LOMBARD ST, SAN FRANCISCO, CA, 94133",LOMBARD ST,3,North Beach,CENTRAL,37.803326,-122.410027,"(37.803326, -122.410027)",Web,http://mobile311.sfgov.org/reports/10580540/photos
10580545,03/08/2019 09:28:00 PM,03/08/2019 09:33:52 PM,03/08/2019 09:33:52 PM,Closed,See CAD# 190674053 for details.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Gray - Lexus ES350 - 6ejr932,"5817 CALIFORNIA ST, SAN FRANCISCO, CA, 94121",CALIFORNIA ST,1,Outer Richmond,RICHMOND,37.78397277,-122.48000143,"(37.78397277, -122.48000143)",Phone,
10580546,03/08/2019 09:30:00 PM,03/10/2019 06:19:00 AM,03/10/2019 06:19:00 AM,Closed,"completed by I. Saiyed, he could not get into his cmms program",DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"590 HAYES ST, SAN FRANCISCO, CA, 94102",HAYES ST,5,Hayes Valley,NORTHERN,37.776468132375,-122.426080099968,"(37.77646813, -122.4260801)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580546/photos
10580547,03/08/2019 09:31:16 PM,03/08/2019 09:31:18 PM,03/08/2019 09:31:18 PM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Parking Enforcement,"901 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,6,South of Market,SOUTHERN,37.781413333333,-122.40493,"(37.78141333, -122.40493)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580547/photos
10580549,03/08/2019 09:32:00 PM,03/09/2019 04:32:00 AM,03/09/2019 04:32:00 AM,Closed,Police Officer responded to request under CAD # 190674054.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Dark blue - Honda Accord - 4ZXH665,"140 GARDENSIDE DR, SAN FRANCISCO, CA, 94131",GARDENSIDE DR,8,Upper Market,PARK,37.754334,-122.444984,"(37.754334, -122.444984)",Web,http://mobile311.sfgov.org/reports/10580549/photos
10580555,03/08/2019 09:35:00 PM,03/08/2019 09:48:00 PM,03/08/2019 09:48:00 PM,Closed,See CAD# 190674086 for details.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,black - BMW - 6KGV296,"1553 KIRKWOOD AVE, SAN FRANCISCO, CA, 94124",KIRKWOOD AVE,10,Bayview,BAYVIEW,37.73748876,-122.38906548,"(37.73748876, -122.38906548)",Phone,
10580553,03/08/2019 09:35:10 PM,03/08/2019 09:35:12 PM,03/08/2019 09:35:12 PM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Parking Enforcement,"215 2ND ST, SAN FRANCISCO, CA, 94105",2ND ST,6,South of Market,SOUTHERN,37.786555958296,-122.397909398886,"(37.78655596, -122.3979094)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580553/photos
10580556,03/08/2019 09:36:00 PM,03/12/2019 07:23:00 AM,03/12/2019 07:23:00 AM,Closed,03/11/2019 VEH GOA @1302 HOURS #62,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,Intersection of HOWTH ST and NIAGARA AVE,HOWTH ST,11,Oceanview,TARAVAL,37.720804,-122.450956,"(37.720804, -122.450956)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580556/photos
10580570,03/08/2019 09:45:00 PM,03/09/2019 08:20:27 AM,03/09/2019 08:20:27 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"1720 PACIFIC AVE, SAN FRANCISCO, CA, 94109",PACIFIC AVE,2,Pacific Heights,NORTHERN,37.794853210449,-122.423805236816,"(37.79485321, -122.42380524)",Phone,
10580571,03/08/2019 09:46:46 PM,03/09/2019 07:00:43 PM,03/09/2019 07:00:43 PM,Closed,Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1900 IRVING ST, SAN FRANCISCO, CA, 94122",IRVING ST,4,Outer Sunset,TARAVAL,37.76361615,-122.4783718,"(37.76361615, -122.4783718)",Mobile/Open311,
10580573,03/08/2019 09:47:46 PM,03/13/2019 05:43:03 PM,03/13/2019 05:43:03 PM,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Service_Delivery_Facilities,601_Delay_No_Show,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10580576,03/08/2019 09:52:00 PM,03/08/2019 10:20:07 PM,03/08/2019 10:20:07 PM,Closed,Officer responded to request under CAD # 190674112. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,White - GMC 2500 pickup - 73554u1,"114 JERSEY ST, SAN FRANCISCO, CA, 94114",JERSEY ST,8,Noe Valley,MISSION,37.750989,-122.427701,"(37.750989, -122.427701)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580576/photos
10580578,03/08/2019 09:52:43 PM,03/09/2019 09:33:24 AM,03/09/2019 09:33:24 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of ORIZABA AVE and THRIFT ST,ORIZABA AVE,11,Oceanview,TARAVAL,37.717428882185,-122.462637709732,"(37.71742888, -122.46263771)",Mobile/Open311,
10580584,03/08/2019 09:53:00 PM,03/08/2019 10:01:13 PM,03/08/2019 10:01:13 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Glass,"799 BEACH ST, SAN FRANCISCO, CA, 94109",BEACH ST,2,Aquatic Park / Ft. Mason,CENTRAL,37.80619430542,-122.421905517578,"(37.80619431, -122.42190552)",Phone,
10580585,03/08/2019 09:54:00 PM,03/08/2019 10:51:04 PM,03/08/2019 10:51:04 PM,Closed,Officer responded to request under CAD # 190674122.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Black - VW Betle - 7XTA709,"3927 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,1,Outer Richmond,RICHMOND,37.77353762,-122.50091148,"(37.77353762, -122.50091148)",Phone,
10580586,03/08/2019 09:55:35 PM,03/09/2019 07:00:26 PM,03/09/2019 07:00:26 PM,Closed,Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"258 CHURCH ST, SAN FRANCISCO, CA, 94114",CHURCH ST,8,Mission Dolores,MISSION,37.766471,-122.429019,"(37.766471, -122.429019)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580586/photos
10580590,03/08/2019 09:57:00 PM,03/08/2019 11:19:23 PM,03/08/2019 11:19:23 PM,Closed,Officer responded to request under CAD # 190674135. Issue was addressed.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,Silver - Acura - 6WTP138,"1125 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",HAMPSHIRE ST,9,Mission,MISSION,37.753593,-122.407079,"(37.753593, -122.407079)",Web,
10580591,03/08/2019 09:58:15 PM,03/11/2019 10:46:00 AM,03/11/2019 10:46:00 AM,Closed,"Duplicate complaint, same as  10580592
DPH Environmental Health, Consumer Protection will investigate complaint. 415-252-3804",DPH - Environmental Health - G,General Request - DPH,complaint,environmental_health - complaint,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10580592,03/08/2019 09:58:41 PM,03/11/2019 10:44:00 AM,03/11/2019 10:44:00 AM,Closed,"DPH Environmental Health, Consumer Protection will investigate complaint. 415-252-3804",DPH - Environmental Health - G,General Request - DPH,complaint,environmental_health - complaint,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10580594,03/08/2019 09:59:00 PM,03/09/2019 07:00:17 PM,03/09/2019 07:00:17 PM,Closed,Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"345 CONGDON ST, SAN FRANCISCO, CA, 94112",CONGDON ST,11,Mission Terrace,INGLESIDE,37.7287858,-122.425899,"(37.7287858, -122.425899)",Web,
10580593,03/08/2019 09:59:04 PM,03/08/2019 09:59:06 PM,03/08/2019 09:59:06 PM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Parking Enforcement,"199 6TH ST, SAN FRANCISCO, CA, 94103",6TH ST,6,South of Market,SOUTHERN,37.779887,-122.40717,"(37.779887, -122.40717)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580593/photos
10580595,03/08/2019 09:59:38 PM,03/08/2019 09:59:48 PM,03/08/2019 09:59:48 PM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Black - Jeep latitude - 7GGF313,"3123 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",CESAR CHAVEZ ST,9,Bernal Heights,MISSION,37.748371,-122.412125,"(37.748371, -122.412125)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580595/photos
10580598,03/08/2019 10:00:45 PM,03/08/2019 10:01:10 PM,03/08/2019 10:01:10 PM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Parking Enforcement,"435 VALENCIA ST, SAN FRANCISCO, CA, 94103",VALENCIA ST,9,Mission,MISSION,37.765918,-122.421892,"(37.765918, -122.421892)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580598/photos
10580599,03/08/2019 10:03:00 PM,03/09/2019 04:16:20 AM,03/09/2019 04:16:20 AM,Closed,See CAD# 190680253 for details.,Police - Homeless Concerns Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"600 3RD ST, SAN FRANCISCO, CA, 94107",3RD ST,6,South of Market,SOUTHERN,37.779881771625,-122.394260950342,"(37.77988177, -122.39426095)",Mobile/Open311,
10580601,03/08/2019 10:04:00 PM,03/14/2019 12:00:00 AM,03/14/2019 12:00:00 AM,Closed,this is an SFMTA project - sent to SFMTA via e-mail,DPW BSM Queue,Street Defects,Pavement_Defect,Pavement_Defect,Intersection of BRYANT ST and 4TH ST,BRYANT ST,6,South of Market,SOUTHERN,37.779570475053,-122.398094874609,"(37.77957048, -122.39809487)",Mobile/Open311,
10580600,03/08/2019 10:04:20 PM,03/08/2019 10:04:22 PM,03/08/2019 10:04:22 PM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Black - Nissan Pathfinder - ADO2U72,"351 VALENCIA ST, SAN FRANCISCO, CA, 94103",VALENCIA ST,9,Mission,MISSION,37.767335,-122.421933,"(37.767335, -122.421933)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580600/photos
10580602,03/08/2019 10:05:00 PM,03/12/2019 06:35:09 AM,03/12/2019 06:35:09 AM,Closed,"Encampment Removed
Close Note: Encampment cleared from area",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"239 SHIPLEY ST, SAN FRANCISCO, CA, 94107",SHIPLEY ST,6,South of Market,SOUTHERN,37.779144560953,-122.403656970824,"(37.77914456, -122.40365697)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580602/photos
10580603,03/08/2019 10:06:00 PM,03/09/2019 03:34:13 AM,03/09/2019 03:34:13 AM,Closed,Officer responded to request under CAD # 190674158. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,Parking Enforcement,"530 CENTRAL AVE, SAN FRANCISCO, CA, 94117",CENTRAL AVE,5,Panhandle,PARK,37.77464,-122.44431,"(37.77464, -122.44431)",Mobile/Open311,
10580608,03/08/2019 10:09:15 PM,03/08/2019 10:09:17 PM,03/08/2019 10:09:17 PM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Navy - Honda Insight - 8EUF684,"1246 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,6,South of Market,SOUTHERN,37.775693,-122.412407,"(37.775693, -122.412407)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580608/photos
10580610,03/08/2019 10:11:00 PM,03/08/2019 11:15:14 PM,03/08/2019 11:15:14 PM,Closed,Officer responded to request under CAD # 190674170.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,silver - Pontiac - 5VWN466,"1062 REVERE AVE, SAN FRANCISCO, CA, 94124",REVERE AVE,10,Hunters Point,BAYVIEW,37.72601071,-122.38007665,"(37.72601071, -122.38007665)",Phone,
10580611,03/08/2019 10:12:12 PM,03/09/2019 06:00:22 AM,03/09/2019 06:00:22 AM,Closed,Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"3315 ANZA ST, SAN FRANCISCO, CA, 94121",ANZA ST,1,Outer Richmond,RICHMOND,37.778057098389,-122.483894348145,"(37.7780571, -122.48389435)",Web,
10580612,03/08/2019 10:13:00 PM,03/09/2019 12:49:03 AM,03/09/2019 12:49:03 AM,Closed,Officer responded to request under CAD # 190674182.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,BLACK - VOLKSWAGON - 6XLT383,"524 BOWDOIN ST, SAN FRANCISCO, CA, 94134",BOWDOIN ST,9,Portola,BAYVIEW,37.72901158,-122.41199451,"(37.72901158, -122.41199451)",Phone,
10580614,03/08/2019 10:16:00 PM,03/09/2019 08:04:26 AM,03/09/2019 08:04:26 AM,Closed,Officer responded to request under CAD # 190674181.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,White - Bmw - 7dij273,"1634 YORK ST, SAN FRANCISCO, CA, 94110",YORK ST,9,Peralta Heights,INGLESIDE,37.74710320878,-122.406407189549,"(37.74710321, -122.40640719)",Web,http://mobile311.sfgov.org/reports/10580614/photos
10580618,03/08/2019 10:21:26 PM,03/27/2019 09:07:09 AM,03/27/2019 09:07:09 AM,Closed,"Maximo Service Request has been resolved. Memo:. 
       Add'l Notes:
      Contractor restored service connections to post top light",PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 1ST ST and CLEMENTINA ST,1ST ST,6,South of Market,SOUTHERN,37.787715911865,-122.395004272461,"(37.78771591, -122.39500427)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580618/photos
10580619,03/08/2019 10:22:24 PM,03/27/2019 09:06:05 AM,03/27/2019 09:06:05 AM,Closed,"Maximo Service Request has been resolved. Memo:. 
       Add'l Notes:
      Project is already completed.  Contractor restored service connections to the street lights",PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 1ST ST and CLEMENTINA ST,1ST ST,6,South of Market,SOUTHERN,37.787715911865,-122.395004272461,"(37.78771591, -122.39500427)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580619/photos
